"x"
"Rps9"
"Rpsa"
"Atp5j"
"Slc22a17"
"CT010467.1"
"Tpi1"
"2010107E04Rik"
"Ptma"
"Cox7a2"
"Rps12-ps3"
"Ttc3"
"Rps2"
"Rps11"
"Morf4l1"
"Skp1a"
"Rpl30"
"Mtch1"
"Ndrg2"
"Rps3"
"H3f3a"
"Rps18"
"Scd2"
"Rps10"
"Slc25a4"
"Gas5"
"Map2"
"Prkcb"
"Rpl11"
"Atpif1"
"Atp6v1g2"
"Chchd2"
"Ftl1"
"Ldhb"
"Hbb-bs"
"Nsf"
"Ctnnb1"
"Rab6a"
"Slc25a3"
"Rps4x"
"Rpl17"
"Snord91a"
"Eif1"
"Prkar1a"
"Atp6v1e1"
"Rpl4"
"Ctxn1"
"Cd81"
"Gm15500"
"Nsmf"
"Tuba4a"
"Eef2"
"Bsg"
"Rps7"
"Gnb2"
"Gm7536"
"Cox5b"
"Sumo2"
"Dynll2"
"Rpl34"
"Rps13"
"Clip3"
"Camk2b"
"Srsf5"
"Uqcr11"
"Uqcr10"
"Rbm39"
"Rpl21"
"Cox5a"
"Rpl13"
"Aes"
"Rpl8"
"Fus"
"Matr3"
"Ewsr1"
"Tecr"
"Atp6v0b"
"Hint1"
"Elob"
"Hnrnph1"
"Rps28"
"Stmn1"
"Mrfap1"
"Gabbr1"
"Snhg14"
"Rpl7a"
"Atp6v1b2"
"Vdac1"
"Basp1"
"Ttyh1"
"Bex2"
"Arf1"
"Kcnab2"
"Myl12b"
"Uqcrb"
"Trf"
"Ap2m1"
"Rps15a"
"Gnb1"
"Ywhab"
"Cnih2"
"Gm22771"
"Ndufb9"
"Ywhaq"
"Fbxl16"
"Rpl36a"
"Mapk1"
"Rpl27-ps3"
"Cplx2"
"Rac1"
"Gm12940"
"Gnao1"
"Pgk1"
"Ubl5"
"Scn1b"
"Pld3"
"Psd"
"Atp5g1"
"Rnasek"
"Rps8"
"Pgam1"
"Klc1"
"Gpx4"
"Gm9843"
"Vsnl1"
"Rpl6"
"Atp5o"
"Gm23237"
"Scoc"
"Map4"
"Aplp2"
"Hba-a2"
"Eef1b2"
"Agap3"
"Cplx1"
"Rpl36"
"Ube2b"
"Nell2"
"Dlg4"
"Ly6h"
"Rpl24"
"Gls"
"Zbtb18"
"Epn1"
"Cxx1c"
"Tubb4a"
"Ppp1r9b"
"Atp5c1"
"Morf4l2"
"Rps5"
"Rpl7"
"Atp5e"
"Oaz1"
"Syn2"
"Anp32a"
"Mdh2"
"Hpcal4"
"Pea15a"
"Mif"
"Ctsd"
"Tspyl4"
"Camkv"
"Atp6v0e2"
"Rplp2"
"Gm10443"
"Ndrg3"
"Rps19"
"Snrnp70"
"Sncb"
"Ndufb8"
"Rpl29"
"Gria2"
"Nckap1"
"Atp5f1"
"Mlf2"
"Pja2"
"Eif5a"
"Atp6v1a"
"Rrp1"
"Akr1a1"
"Eif4g2"
"Nptxr"
"Slc25a5"
"Ctsb"
"Rpl14"
"Sqstm1"
"Ly6e"
"Tcf25"
"Timm8b"
"Tsc22d1"
"Rps23"
"Ppp2r1a"
"Ndufs5"
"Rpl23"
"Naca"
"Enc1"
"Rpl18"
"Gfap"
"Plekhb1"
"Ap1s1"
"Calr"
"Car2"
"Wbp2"
"Cpne6"
"Agap2"
"Srrm2"
"B2m"
"Snap47"
"Rpl22l1"
"Maged1"
"Fkbp8"
"Gstm5"
"Dynlrb1"
"Atp1a2"
"Ndufa3"
"Sept7"
"Pcp4"
"Tmem30a"
"Atp6ap1"
"Scamp5"
"Got1"
"Rpl39"
"Ncald"
"Nap1l5"
"Prdx6"
"Atp2a2"
"Actr3"
"Mmd"
"Ptn"
"Rps27"
"Gstm1"
"mt-Tm"
"Fam131a"
"Rplp0"
"Clstn1"
"Qdpr"
"Sub1"
"Cdc42"
"Ptk2b"
"Eid1"
"Sdha"
"Apod"
"Rogdi"
"Tspan3"
"Camk2n1"
"Uba52"
"Apbb1"
"Dnaja1"
"Tmem59l"
"Mff"
"Sptan1"
"Atp5d"
"Selenop"
"Sh3glb2"
"Aco2"
"Mllt11"
"Cops9"
"Cox7b"
"Sept5"
"Prkar1b"
"Cnbp"
"Rab6b"
"Rps16"
"Gria1"
"Syt11"
"Capza2"
"Chgb"
"Pgrmc1"
"Malat1"
"Gm3244"
"Rsrp1"
"Hnrnpa3"
"Gm28437"
"Swi5"
"Slc1a3"
"Ids"
"Dgkz"
"Mpc1"
"Ndufa12"
"Atp1b2"
"Arl6ip1"
"Rnf187"
"Chd9"
"Hsbp1"
"Fau"
"Hnrnpa1"
"Stk25"
"Tef"
"Rundc3a"
"Phyhip"
"Ndufa6"
"Ank2"
"Gm12671"
"Gm10359"
"Rapgef4"
"Tcp1"
"Canx"
"Eif4a1"
"Arpc2"
"Rab7"
"Grina"
"Mical2"
"Nsg1"
"Sdcbp"
"Tardbp"
"Btf3"
"Laptm4a"
"Ndufb10"
"Prdx1"
"Ptprs"
"Anks1b"
"Nisch"
"Ndufc2"
"Gm27353"
"Rps26"
"Cx3cl1"
"Ldha"
"Cltc"
"Prdx5"
"Gm3764"
"Npdc1"
"Kif1a"
"Arpc3"
"Ndufa7"
"Ensa"
"Stmn4"
"Nrn1"
"Ppp3cb"
"Clta"
"Ndufa1"
"Tagln3"
"Hmgb1"
"Uqcrc2"
"Nedd4"
"Arhgef25"
"Rack1"
"Ahcyl1"
"Eef1g"
"Selenof"
"Nudt3"
"Abhd12"
"Rpl15"
"Ptprn"
"Pfdn5"
"Stmn2"
"Rab2a"
"Kif5c"
"Actr2"
"Csnk1a1"
"Fez1"
"Tmsb10"
"Fam107a"
"Dclk1"
"Celf4"
"Cyfip2"
"Atp6ap2"
"Lamp1"
"Stxbp1"
"Eif4h"
"Tusc3"
"Rpl35"
"Ube2d3"
"Atp6v1f"
"Cox7a2l"
"Atp1a1"
"Napb"
"Ndufb5"
"Rpl37rt"
"Crym"
"Gdi2"
"Hprt"
"Syn1"
"Add1"
"Gm10175"
"Napa"
"Pink1"
"Higd2a"
"Pfn1"
"Reep5"
"Pafah1b1"
"Npm1"
"Nefl"
"Nrcam"
"Nrsn1"
"Idh3b"
"Gde1"
"Gm25047"
"Hnrnpl"
"Hsp90b1"
"Tspan13"
"Rpl36al"
"Ndufab1"
"Scg5"
"Capzb"
"Tmem59"
"Vdac2"
"Tmbim6"
"Uqcc2"
"Spock2"
"Ndufa5"
"Gm43305"
"Kif1b"
"Rps20"
"Serf2"
"Rpl37"
"Tubb4b"
"Chd3"
"Hspe1"
"Bex3"
"Mir186"
"AC121965.1"
"Slc25a23"
"Map2k1"
"Atp6v0a1"
"Luc7l2"
"Psip1"
"Prrt2"
"Nap1l1"
"Rnf112"
"Zmynd11"
"Srsf11"
"Eloc"
"Park7"
"Prdx2"
"Brk1"
"Hspa5"
"R3hdm4"
"Adgrb1"
"Abr"
"Tppp"
"Gad1"
"Sept3"
"Acsl3"
"Sh3bgrl3"
"Chchd10"
"Gm44465"
"H2afz"
"Sptbn1"
"Ptov1"
"H3f3b"
"Cct6a"
"Caly"
"Prepl"
"Kifc2"
"Atp6v1c1"
"6330403K07Rik"
"Wasf1"
"Pnisr"
"Sparc"
"Ypel3"
"Ppp2r2c"
"Slc25a22"
"Csrp1"
"Nedd8"
"Ndufv3"
"Drap1"
"Saraf"
"Ybx1"
"Pabpn1"
"Glud1"
"Dlgap1"
"Rbfox1"
"Psmb4"
"Zcchc18"
"Acot7"
"Son"
"Synj1"
"Sult4a1"
"Ap2s1"
"Rnf11"
"Smdt1"
"Eif1b"
"Zfr"
"Adgrb2"
"Epb41l1"
"Selenom"
"Uba1"
"Gabarap"
"Atp6v1d"
"Rasgrp1"
"Pomp"
"Klhl2"
"Cend1"
"Tcf4"
"Vdac3"
"Araf"
"Atp5j2"
"Scg3"
"Gm17374"
"Tubb5"
"Mtpn"
"Rab1a"
"Sept4"
"Fkbp3"
"Serbp1"
"Uqcrq"
"Gm10053"
"Jph4"
"Nptx1"
"Sh3gl2"
"Rasgrf1"
"Capns1"
"Hsph1"
"Gabarapl2"
"Ndufb6"
"Gprasp1"
"Dstn"
"Ndufc1"
"Fam213a"
"Lmo4"
"Rpl22"
"Slc4a10"
"Syngr1"
"Pak1"
"Mapk8ip3"
"Cyc1"
"Cbarp"
"Ndufa2"
"Mapk10"
"Arhgap21"
"Kidins220"
"Ogt"
"Rab14"
"Wsb2"
"Selenok"
"Nrxn1"
"Slc6a1"
"Ppp1cb"
"Hnrnpd"
"Atp2c1"
"Mapt"
"Rbm3"
"Paip2"
"Trank1"
"Ndufv2"
"Atp6v0d1"
"Anapc5"
"Ndufb2"
"Rab11a"
"Agtpbp1"
"Celf2"
"Srsf2"
"Cdc123"
"Srp14"
"Ube2i"
"Fis1"
"Sirpa"
"Cadm3"
"Rabac1"
"Hnrnpdl"
"Ivd"
"Pmm1"
"Kalrn"
"Dbn1"
"Map2k4"
"Cap1"
"Pitpna"
"Rps16-ps2"
"Edf1"
"Ncor1"
"Psmb5"
"Rheb"
"Sfpq"
"Aak1"
"Dynlt3"
"Kctd17"
"1110008P14Rik"
"Tbca"
"Rpl10-ps3"
"G3bp2"
"Gabra1"
"Cdip1"
"Ckmt1"
"Oxct1"
"Gaa"
"Prrt1"
"Dnajc7"
"Dctn1"
"Schip1"
"Dctn2"
"Emc10"
"Scp2"
"Rhob"
"Arl1"
"Mag"
"Dkk3"
"Ntrk2"
"Arpc4"
"Gas7"
"Cnp"
"Eif4e"
"Ndufs2"
"Ap2a1"
"Atxn10"
"Map1lc3a"
"Prkacb"
"Pfkm"
"Stx1b"
"Cox17"
"Eif5"
"Ndufa8"
"Caprin1"
"Sptbn2"
"Rnf14"
"Ccdc85b"
"Wipf3"
"Tsc22d4"
"Rpl28"
"Psmb6"
"Gm12918"
"Miat"
"Ndufs7"
"Snap91"
"Tmx2"
"Grcc10"
"Elmod1"
"Tceal3"
"Npy"
"Psma7"
"Ube2n"
"Tpt1-ps3"
"Map1a"
"Grin1"
"Ppp1cc"
"Nudt14"
"Arhgdia"
"Pcnp"
"Sort1"
"Arl8b"
"Wsb1"
"Rap1gap"
"Cbx6"
"Gm24966"
"Rps12"
"Ccni"
"Arhgef9"
"Rab11b"
"Spcs1"
"Dnajb6"
"Nfe2l1"
"Cxx1b"
"Sars"
"Cct8"
"Sept8"
"Prkce"
"Eps15"
"Tomm6"
"Pfdn2"
"Ctbp1"
"Gm25442"
"Mapk8ip1"
"Oaz2"
"Erdr1"
"Pls3"
"Psmb1"
"Ndufa10"
"Cryab"
"AC149090.1"
"Sec61a2"
"Clk1"
"Slc12a5"
"Arpc1a"
"Hspd1"
"Ankrd46"
"Sv2a"
"Fgf13"
"Gap43"
"Selenot"
"Ahcyl2"
"Psma3"
"Vps29"
"Nme1"
"Snu13"
"Map1lc3b"
"Oxr1"
"Vcp"
"Camta1"
"Zranb2"
"Pkp4"
"Rbbp7"
"Mink1"
"Etnk1"
"Pcbp4"
"Vapa"
"Tubb3"
"Rpl27a"
"Ssbp4"
"Tprkb"
"2010300C02Rik"
"Abi1"
"Tma7"
"Mcts1"
"Pla2g7"
"Chmp4b"
"Ank3"
"Ndufv1"
"Atp6v1h"
"Ctsl"
"Mapre3"
"Rnf208"
"Rhoa"
"Syngap1"
"Cbx3"
"Cct5"
"Snph"
"Sv2b"
"Gng2"
"Actr1b"
"Acin1"
"Hmgn2"
"Arl3"
"Psma6"
"Uqcrfs1"
"Eif3k"
"Ran"
"BC031181"
"Git1"
"Plpp3"
"Lsamp"
"Cltb"
"Hp1bp3"
"Serpine2"
"Ppp2r5c"
"Arl2bp"
"Kcnq2"
"Pdha1"
"Ndufa13"
"Psd3"
"Trnp1"
"Sf3b1"
"Mal"
"Sumo1"
"Psma4"
"Fabp5"
"Mir421"
"Arf5"
"Hmgcs1"
"Arhgef4"
"Adcy1"
"Itfg1"
"Clk4"
"Stum"
"Srsf3"
"Pdhb"
"Ndufs6"
"Prrc2a"
"Ppib"
"Idh3a"
"Hexb"
"Idh3g"
"Dnaja2"
"Car11"
"AC153954.3"
"Itpka"
"Timp2"
"Snx3"
"Emc4"
"Smarca2"
"Gm8325"
"Zfp365"
"Chst1"
"Cpne7"
"Mal2"
"Acot13"
"Bcan"
"Psmc5"
"Isca1"
"Tpm1"
"Arpc5"
"Ndufb3"
"Psmb7"
"Becn1"
"Arl8a"
"Rpl28-ps1"
"Tprgl"
"Pde2a"
"Set"
"Mpc2"
"Smim10l1"
"Mrps21"
"Serinc3"
"Ptp4a2"
"Sorbs1"
"Senp3"
"Bin1"
"Strn4"
"Dnajc6"
"Tia1"
"Sez6l2"
"Faim2"
"Zfp445"
"Sh3bp1"
"Map1b"
"Ube2m"
"Got2"
"Camk2g"
"Cd63"
"Cntn1"
"Zcrb1"
"Dtx3"
"Prkag2"
"Pygb"
"Ppm1e"
"Abhd8"
"Ptpa"
"Celf3"
"Chka"
"Qk"
"Nrd1"
"Pfkp"
"Neurod6"
"Lingo1"
"Brsk1"
"Nxf1"
"Cds2"
"Ube2v1"
"Lynx1"
"Syt5"
"Rap1gds1"
"Pip5k1c"
"Tpm3"
"Tbce"
"Necap1"
"Sec11c"
"Pi4ka"
"Ubl3"
"Rbfox3"
"Cap2"
"Icam5"
"Camta2"
"Fkbp2"
"Slc24a2"
"Ndufb11"
"Mrps33"
"Apba2"
"Appl2"
"Sucla2"
"Cpeb1"
"Cops7a"
"Trim9"
"Dctn6"
"Purb"
"Pacsin1"
"Otub1"
"Dld"
"Enpp5"
"S100a1"
"Ddx17"
"Hcfc1r1"
"Phb"
"Fxyd1"
"Sdhb"
"Pianp"
"Klc2"
"2900011O08Rik"
"Pcmt1"
"Cnot7"
"Gprasp2"
"Clstn3"
"Chd3os"
"Ube2e1"
"Ndufs4"
"Tomm20"
"Celf5"
"Cabp7"
"Igsf8"
"Cs"
"1700020I14Rik"
"Slc6a17"
"Eif3h"
"Sgk1"
"Hk1"
"Pex5l"
"Prpf19"
"Khdrbs3"
"Copg1"
"Psmc1"
"Ddx3x"
"Csnk1d"
"Psmb2"
"Htra1"
"Ahsa1"
"Sdf4"
"Mapk3"
"Maz"
"Ctss"
"1810022K09Rik"
"Ak5"
"Synpr"
"Tmem256"
"Gja1"
"Rpl15-ps3"
"Ahi1"
"Gabrg2"
"Kctd13"
"Hdac11"
"Dad1"
"Ifi27"
"Atp6v1g1"
"Cldn11"
"Picalm"
"Psmc3"
"Wnk1"
"Zfand5"
"Hopx"
"Tmod2"
"Lztr1"
"Gsk3a"
"Lancl1"
"Gm25129"
"Hspa4"
"Slc30a9"
"Scg2"
"Rnf220"
"Cadps"
"Shank1"
"Atl1"
"Nme2"
"Sdhd"
"Trim3"
"Pnmal2"
"Dync1li2"
"Trappc6b"
"Impact"
"Pcbp1"
"Kif1bp"
"Atp9a"
"Glrb"
"Tubb2b"
"Pantr1"
"Lrpap1"
"Matk"
"Rab3c"
"D8Ertd738e"
"Ddx39b"
"Cdipt"
"Kcnip2"
"Actr10"
"Hspa9"
"Syt7"
"Arl6ip5"
"Zmat2"
"Sdccag3"
"Bnip3l"
"6030419C18Rik"
"Nars"
"Fam171b"
"Cox14"
"Gm10177"
"Cspg5"
"Psma1"
"Myo5b"
"Plppr2"
"Asphd2"
"Gabrb3"
"Arpp19"
"Rab18"
"Pdia3"
"Ube2e2"
"Abcc5"
"Pnkd"
"Arf4"
"Usf2"
"Ube2d2a"
"Sap18b"
"Cct2"
"Arhgef2"
"Cetn3"
"Commd3"
"Dync1i2"
"Pam"
"Csnk2b"
"Atxn2"
"Tmed10"
"Ssb"
"Map7"
"Vti1b"
"Pcbp2"
"Usp14"
"Fam168b"
"Tceal5"
"Ncs1"
"BC005537"
"Syne1"
"Ap2b1"
"Leng8"
"Ppm1a"
"Tmem151a"
"Scamp1"
"Gpr37l1"
"Ergic3"
"Smim14"
"Rnf7"
"Lars2"
"Srrt"
"Ip6k1"
"Lmo3"
"Prkaca"
"Gmfb"
"Guk1"
"Cct7"
"3110035E14Rik"
"Lrp11"
"Rnf10"
"Cxx1a"
"Trim2"
"Rsrc2"
"Tial1"
"Bloc1s1"
"Grb2"
"Epdr1"
"Actl6b"
"Csde1"
"Adgrl1"
"R3hdm1"
"Ksr1"
"Mbnl2"
"Dnajc5"
"Hacd3"
"Plekhb2"
"Serpini1"
"Psmb3"
"Hnrnph2"
"Rasgef1a"
"Pja1"
"Akt1"
"Vmp1"
"Tcaf1"
"Ncl"
"S100b"
"Snn"
"Atp1b3"
"Tmed2"
"Slc3a2"
"Aldh2"
"Tonsl"
"Rad23b"
"Frrs1l"
"Polr2g"
"Hnrnpc"
"Wdr13"
"Srp9"
"Ube2ql1"
"Adora1"
"Ppme1"
"Sgip1"
"Adam11"
"Dazap2"
"Cdk16"
"Arpp21"
"Bag1"
"Rpn1"
"Mapre2"
"Cdc37"
"Amph"
"Gnai2"
"Ntsr2"
"Napg"
"Cadm1"
"Cyb5a"
"Mfn1"
"Pkia"
"Scn3b"
"Clptm1"
"Herc3"
"Fbxo44"
"Rasl10b"
"Gnai1"
"Rab15"
"Polr2m"
"Aatk"
"Stx7"
"Syngr3"
"Slc20a1"
"Crmp1"
"Bcas1"
"Ndufb7"
"Kifap3"
"Gprc5b"
"Tmem234"
"Phyhipl"
"Vstm2a"
"Ggt7"
"Coro2b"
"Ndufs1"
"Cdc42bpa"
"Palm"
"Pcsk1n"
"Luc7l3"
"Slc25a12"
"Gabra5"
"Gm25596"
"Tom1l2"
"Plppr4"
"Usp22"
"Sbf1"
"Tmem50a"
"Tspyl1"
"Id2"
"Hook1"
"Far1"
"Dbndd2"
"CAAA01147332.1"
"Cul3"
"Papola"
"Dctn3"
"Cisd1"
"Igip"
"Ppp2cb"
"Spop"
"Asph"
"B3gat1"
"Mrpl20"
"Spcs2"
"Dpp6"
"Psmc4"
"Retreg2"
"Chordc1"
"Dnm1l"
"Pabpc1"
"Prmt1"
"Rbm25"
"Spag9"
"Wdr1"
"R3hdm2"
"Cdc42se2"
"Fads2"
"Vgf"
"Epha4"
"Thyn1"
"Osbpl1a"
"Baiap2"
"Tsnax"
"Cnksr2"
"Arglu1"
"Txn2"
"Fam103a1"
"Phactr1"
"Trim44"
"Cttn"
"Plk2"
"Mrpl30"
"Map7d1"
"Amd1"
"Ndufa9"
"Lgi1"
"Ap3s1"
"Mpped1"
"Nudc"
"Slc8a2"
"Fndc4"
"1110004F10Rik"
"Nktr"
"Rnf157"
"Tub"
"Aamp"
"1500011B03Rik"
"Disp2"
"Chp1"
"Klhdc2"
"Npepps"
"Lmtk3"
"Esd"
"Epn2"
"Cul1"
"Camk2n2"
"Pafah1b2"
"Tceal9"
"Dennd5a"
"Btbd1"
"Cfl2"
"Zc3h7a"
"4833439L19Rik"
"Bnip3"
"Coro1a"
"Eif4g1"
"Zc3h11a"
"Rab1b"
"Trim37"
"Ptges3"
"Eml5"
"Clasp2"
"Hnrnpa0"
"Agpat3"
"Lin7b"
"Snf8"
"Tmem191c"
"Rbm5"
"Tomm22"
"Rnf13"
"Msl1"
"Orc4"
"Rufy3"
"Vbp1"
"Atrx"
"Dpp8"
"Kif5b"
"Romo1"
"Sgta"
"Taldo1"
"Minos1"
"Psmd2"
"Ccpg1"
"Smarcc2"
"Cuta"
"Nsfl1c"
"Dusp11"
"Flot1"
"Cdk14"
"Snrpe"
"Ppp5c"
"Rab10"
"Dnajc8"
"Scaf1"
"Gtf2a2"
"Rab5a"
"Ola1"
"Pdcd5"
"Chtop"
"Cryzl1"
"Tmem47"
"Lrp1"
"Tmed9"
"Gnaq"
"Suclg1"
"Erp29"
"Hdgf"
"Snx10"
"Psma5"
"Chmp2a"
"Ptprn2"
"Eif3i"
"Gm2000"
"Hba-a1"
"Nrip3"
"Nop56"
"Tomm70a"
"Pfkl"
"Psmd14"
"Brd2"
"C2cd2l"
"Sirt2"
"Mia3"
"Mrpl41"
"Ncor2"
"Commd1"
"Pcdh1"
"Cadm4"
"Cdk2ap1"
"Flywch1"
"Nos1ap"
"Bag6"
"Hadhb"
"Cab39"
"Myo5a"
"Cirbp"
"Atox1"
"Tmem9b"
"Atf4"
"Ubqln2"
"Fam173a"
"Gtf2i"
"Ube2l3"
"Pcyt2"
"Pde1a"
"Ei24"
"Rcn2"
"Rph3a"
"Zfp932"
"6820431F20Rik"
"Srrm1"
"Gm14325"
"Macf1"
"Setd3"
"Drg1"
"Serp2"
"Aup1"
"Efr3a"
"Tyrobp"
"D17Wsu92e"
"Hnrnpf"
"Habp4"
"Cd9"
"Pcmtd1"
"Aktip"
"Tmx4"
"Hras"
"Neat1"
"Gng5"
"Btf3l4"
"Ptbp2"
"Rgs4"
"Glrx2"
"Wdr47"
"Sec62"
"Emc2"
"Glo1"
"Eif4a-ps4"
"Spryd3"
"Psmc6"
"Preb"
"Gm28037"
"Pgbd5"
"Vps35"
"Brinp1"
"Iscu"
"Shisa7"
"Pgm2l1"
"Nono"
"Zfp207"
"Cdk17"
"Ndufs8"
"Strap"
"Brsk2"
"Stx16"
"Speg"
"Atxn7l3b"
"Mapk9"
"Dync1h1"
"Prkcz"
"Fxr2"
"Ube2v2"
"Psmd6"
"Grm5"
"Vps41"
"Mat2b"
"St13"
"Dcun1d5"
"Resp18"
"Hagh"
"Man2c1"
"Metap2"
"Rpl10a"
"Prrc2b"
"Zfas1"
"Eif3m"
"Lamtor2"
"Atraid"
"Azin1"
"Cfap36"
"Ssr3"
"Hmox2"
"Chchd3"
"Trp53inp2"
"Tspan5"
"Trim32"
"Gm23600"
"Hnrnpm"
"Mboat7"
"Stoml2"
"Cct4"
"Diras2"
"H2afy"
"Hnrnpab"
"Ptpra"
"Abhd17a"
"Ctsa"
"Safb2"
"Nfix"
"Eif3e"
"Sec14l1"
"Sh3bgrl"
"Ina"
"Ttc7b"
"Eri3"
"Lmbrd1"
"Zfp706"
"Gm24541"
"Rraga"
"Srsf7"
"Trak1"
"Ntm"
"Cyp46a1"
"Ddx24"
"Clptm1l"
"Surf1"
"Btbd3"
"Ralyl"
"Psmd8"
"Cacnb3"
"Psenen"
"Mbd3"
"Glyr1"
"Ube2w"
"Slc9a6"
"Ank"
"Pop5"
"Mien1"
"Bzw1"
"Itpr1"
"Pcmtd2"
"Lrrc4b"
"Hmgn3"
"Arpc5l"
"Dlst"
"Zc3h15"
"Epb41l3"
"Acox1"
"Ak6"
"Cops6"
"Bclaf1"
"Acsl6"
"Ntan1"
"Pitpnm2"
"Mfge8"
"Ccdc47"
"Tnk2"
"Jph3"
"Actr1a"
"Med28"
"Fscn1"
"Gjb6"
"Nbr1"
"Rab5c"
"Ddx1"
"Fam213b"
"Hspbp1"
"D10Jhu81e"
"Mrpl42"
"Sar1a"
"Scn2b"
"Klhdc3"
"Aifm3"
"Cops2"
"Mprip"
"Dnajb5"
"2610507B11Rik"
"Ubqln1"
"Coa3"
"Timm23"
"Gng3"
"Gps1"
"Trim35"
"Pigq"
"Naa20"
"Cops8"
"Uhmk1"
"Tsc22d3"
"Rapgefl1"
"Fgfr1op2"
"1110051M20Rik"
"Josd2"
"Coq2"
"Brd9"
"Stx12"
"Psmd4"
"Abca2"
"Add2"
"Trim28"
"Tra2a"
"Fbxo2"
"Rnps1"
"Fads1"
"Mtmr6"
"Rexo2"
"Pcsk2"
"Tmem63b"
"Eif3c"
"Gnl3l"
"Rabgap1l"
"Ppid"
"Timm13"
"Mycbp2"
"Rprml"
"Fabp3"
"Abi2"
"Grk2"
"Iqsec1"
"Commd8"
"Fam163b"
"Sft2d1"
"Ubr3"
"Fam234b"
"Pdcd6"
"Gnb5"
"Blcap"
"U2af2"
"Polr2k"
"Slc25a11"
"Dtna"
"Tpd52l2"
"Dock9"
"Fam219a"
"Gng10"
"Mapk8ip2"
"Srgap3"
"Sprn"
"Yaf2"
"Dap3"
"Abat"
"Arnt2"
"Prelid1"
"Stub1"
"Cmip"
"Timm17a"
"Micu3"
"Chmp3"
"Grik5"
"Crebzf"
"Mef2d"
"March6"
"Mea1"
"Zfand6"
"Rab5b"
"Tspoap1"
"Nol7"
"Erh"
"Cope"
"Trir"
"Copa"
"Gpr162"
"Tomm5"
"Ppdpf"
"Smim13"
"Rgs7bp"
"Mgrn1"
"Vamp4"
"Ica1"
"Mfn2"
"Sin3b"
"Tm9sf2"
"Ogdh"
"Unc13a"
"Crk"
"Meaf6"
"Tsn"
"Amfr"
"Sfr1"
"Mzt1"
"Gm10419"
"Cmtm5"
"Immt"
"Rfwd2"
"Ppp1r12c"
"Thoc7"
"Fbxl3"
"B3gat3"
"Rbck1"
"Phldb1"
"Msmo1"
"Tmem106b"
"Camkk1"
"Supt4a"
"Galnt16"
"Rabl6"
"Dlgap3"
"Podxl2"
"Rpn2"
